Processed_Text,Emotion
mounting anger making speech incomprehensible strokestiffened mo,anger
said community anger running h,anger
face darkened,anger
guard stiffened,anger
mr jones exploded,anger
rumour anger among grain farmer given iou instead cash cr,anger
showed anger public virtually ignoring char,anger
looked away bitter anger e,anger
terrible furious impotent anger filled making want strike shout scr,anger
clive greenacre put agoraphobic wife started express anger callous behaviour also amazed sexual demand started make,anger
robot said gave mean venting anger remark whose logic baffled read another logic alone explain thi,anger
always moment time make decision whether vent,anger
bernice angry could hardly sp,anger
even becoming angry travel arrangement go wrong hardly h,anger
see mother get angry discover even everyday food apple cause buildup unwanted chemical child bod,anger
always get angry take customer hom,anger
people angry admiral byng failed attack french minorca decision execute cowardice exactly public wan,anger
piggy sense humour often got angry boy found thing amus,anger
ever felt angry men moved write song,anger
angry class hypocrisy establishm,anger
believing right angry mishap matthew retreated bedroom took penknife cut painful slit h,anger
could tell angry ready cry frankie pulled roughly back step turned le,anger
nt go lightwater valley said equally affronted bus dri,anger
ah affronted fur imagine gettin stuck n huvin get rolled stretcher perr kerted oot covered wi poplin shor,anger
symptom think may caused food intolerance feel affronted doctor initial question seem rather personal irrelevant ache pain suffe,anger
nt ask private affair said mildly affronted,anger
woman affron,anger
ignored affronted expression crossed isabel face sardonic rejoinder contin,anger
another patron tried step enraged lover flew,anger
must sit sun hauling back altogether enraged wished condition show,anger
barbarossa sent mandate requiring milan give claim milanese consul tore document imperial ambassador fled enraged cr,anger
act selfless good nature earned fine one hundred franc caused riot latin quarter enraged fan besieged prefecture pol,anger
saw enraged started towards seer,anger
according sheila caan enraged charged,anger
enraged animal charged christopher rogers pinning gro,anger
dangerous work three field worker korup trapped behind tree enraged elephant tranquilliser dart missed tar,anger
furious tory mp want go high court force new bal,anger
though later piece vienna furious orchestra showed five bass dozen first viol,anger
lenin furious learned,anger
looked furious saw face peering made frantic sign u close curtain ag,anger
mitchum furious heard,anger
furious saw mask,anger
irishman mr macsharry furious mr delors interference resigned p,anger
thames valley police known furious c,anger
fruit vegetable grower area furious decis,anger
parent furious engagement busin,anger
lancashire member furious heard gooch england selector axed red rose favourite phil defreitas preferring essex pacemen neil foster mark il,anger
butcher becomes incen,anger
lineker became incensed taylor went public questioning whether lineker remain captain whether form justified place side even though maintaining phenomenal strike r,anger
lin foh seemed incensed kept voice reached outside step coroner co,anger
incensed whisper called name nt underst,anger
de gaulle incensed ordered massu recall paris advice several senior adviser insisted massu permitted return comm,anger
bull tossed effigy hand became infuriate,anger
ec infuria,anger
england wild storm swept country commuter infuriated inconvenienced aslef disp,anger
infuriated milan cardinal told city governor chief police governor would excommunicated landriani immediately released back conv,anger
infuriated charles ordered battering newgate artillery breached wall hit nearby carmelite house whitefriars museum civil war displayed supposedly killing two occupa,anger
lady followed example rather suffer hand infuriated ma,anger
matilda looked right back flashing eye infuriated female giant said total calmness moved away desk miss trunchbull since lesson,anger
oviedo infuriated mob prevented lynching distinguished poet melndez valds appearance priest exposed h,anger
insurance cover designed protect intermediary suit damage brought irate custom,anger
hamnett became irate alleging breach contract damage image threatened sue,anger
sixth congress irate delegate rejected ridiculously optimistic programme drafted secret le duan secretarygene,anger
week irate mother reportedly stormed london school hauled yearold daughter class elementary sapph,anger
onlooker first thought accident part show creased laughter making poor man even ir,anger
nurse given acting lesson help cope irate patie,anger
michael stein trying unsuccessfully calm irate customer arguing b,anger
rebecca went search bag lissa sent irate look adam direct,anger
thus particularly irate husband pronounced word three time heat moment divorce permanent could rever,anger
one teacher used get mad would throw slate around whole class ducking,anger
